Multiplicity,Summarized Transverse Momentum,Spectators Energy Deposition,Multiplicity of soft particles,Multiplicity of hard particles,Impact Parameter
42,14.2093,136.917,11,8,2
17,4.81894,226.575,6,4,2
20,8.54858,216.919,8,1,2
24,12.0937,155.413,3,4,2
8,2.60029,253.927,3,1,2
28,12.6253,140.114,2,8,2
4,1.92969,259.979,0,0,2
16,5.4517,233.758,6,1,2
18,5.69847,216.25,7,1,2
59,24.1769,118.906,13,14,1
17,5.52909,243.889,6,7,2
14,6.222,255.569,3,3,2
4,2.1699,241.071,1,1,2
13,6.66477,183.793,3,3,2
10,3.69273,244.832,3,0,2
40,15.5558,130.809,13,13,1
16,4.43132,190.286,7,2,2
105,47.7563,61.4924,20,25,0
30,12.5265,152.974,9,3,1
95,35.6204,66.1487,33,18,0
40,14.1427,163.894,13,4,1
128,48.2629,42.2857,32,31,0
107,47.9435,75.0747,27,21,0
21,7.88904,205.775,6,6,2
77,35.3748,129.848,19,14,1
68,25.7244,123.222,13,17,1
18,6.63515,210.119,1,5,2
20,10.4983,229.42,3,3,2
3,1.03993,269.017,1,1,2
66,27.4423,140.752,14,12,2
95,39.2665,93.7401,16,17,1
52,24.3134,124.446,10,17,2
22,9.57753,210.163,4,6,2
113,49.6569,60.7846,24,25,0
66,25.8394,60.3001,17,13,0
73,31.0894,95.6903,22,13,1
83,35.5931,89.4719,25,17,1
27,13.0619,190.918,9,4,2
41,18.7168,151.68,7,10,2
51,21.623,187.106,12,13,2
31,16.8029,158.793,6,6,2
11,5.63703,211.985,0,6,2
7,3.60205,242.427,0,3,2
118,48.1233,32.1598,32,22,0
27,13.8531,194.467,6,4,2
2,0.591435,265.793,0,0,2
55,23.157,145.883,17,7,1
20,12.4217,236.134,5,2,2
22,10.8303,183.433,4,4,1
9,3.43532,229.817,3,4,2
58,28.0882,145.926,16,12,2
1,0.28629,259.642,0,0,2
37,14.292,197.592,12,4,2
82,36.3275,92.788,18,11,1
55,23.079,131.78,10,5,2
49,23.7386,137.05,5,17,1
82,35.501,86.9455,23,15,0
55,19.4024,135.339,16,6,1
21,6.98289,227.28,5,4,2
21,6.16247,240.364,7,3,2
6,1.86523,230.886,2,3,2
57,27.9457,133.223,10,12,2
28,10.4453,172.645,10,3,2
105,46.8709,74.7461,28,22,1
36,15.8671,179.716,8,4,1
10,5.38427,224.633,3,2,2
53,25.4311,151.095,9,18,1
84,32.2803,93.1959,26,19,1
30,14.373,160.231,6,6,1
17,7.26312,228.153,2,6,2
33,11.8052,178.091,8,7,1
35,13.1661,164.352,7,8,1
51,23.3537,135.24,13,12,1
27,10.1164,181.246,9,4,2
9,3.31974,263.704,2,4,2
9,3.15045,217.359,5,1,2
38,15.8567,183.982,8,7,2
50,23.1157,139.672,12,12,1
11,6.60459,215.107,1,3,2
74,31.4261,115.67,19,17,0
108,46.5671,69.2261,27,19,0
15,7.88394,210.673,1,2,2
6,2.51056,260.601,0,0,2
41,18.3958,154.162,13,9,2
79,29.997,103.677,23,15,1
60,24.1929,135.629,11,14,1
23,9.12526,210.684,5,5,2
78,35.0591,77.3971,22,13,1
64,25.2024,125.695,18,11,1
39,18.607,188.669,11,5,2
32,14.8451,176.491,6,6,2
76,29.078,119.973,17,18,1
124,49.6591,31.4848,33,29,0
38,15.8591,215.092,9,11,2
70,27.6726,116.766,20,14,1
39,15.6842,127.938,10,11,2
8,3.8266,224.729,1,2,2
7,2.76216,265.753,4,0,2
14,8.05509,227.597,4,2,2
33,12.2946,171.719,9,8,2
24,10.1841,207.995,4,6,2
62,22.0567,127.038,19,8,2
52,23.3973,119.966,10,9,2
26,9.8321,202.263,8,5,2
22,7.26859,210.075,6,5,2
57,20.6714,124.072,18,8,1
24,8.79453,229.5,7,2,2
16,7.60763,233.292,5,2,2
21,8.59189,192.719,6,6,2
2,0.154442,253.425,2,0,2
54,22.7512,136.105,9,13,1
79,34.9411,98.4736,16,16,0
78,30.75,101.779,18,20,0
47,18.4999,158.422,8,7,1
120,51.2936,68.7353,23,21,0
67,29.3638,123.755,16,14,1
74,31.8347,92.3842,18,13,1
48,23.4395,175.621,9,11,2
33,15.3835,181.572,7,5,2
51,16.6402,161.265,16,10,1
18,6.52614,229.347,3,4,2
34,14.0272,165.814,10,6,2
15,7.02276,178.274,2,3,2
27,11.4237,176.133,9,5,2
36,12.7999,190.829,13,6,2
9,4.10187,231.949,2,4,2
4,2.51669,262.848,0,1,2
6,1.20537,257.71,3,0,2
17,6.24254,249.565,4,3,2
41,19.7673,160.421,8,7,1
39,15.4566,187.183,6,11,2
99,44.1959,79.0954,21,17,0
4,1.42948,268.147,1,2,2
95,36.684,90.2853,30,10,1
17,5.18215,213.274,6,3,2
82,35.8305,90.7593,15,12,1
37,15.1828,156.562,9,9,1
19,9.85975,233.588,7,2,2
60,22.2122,202.324,19,12,2
4,1.23664,266.171,2,1,2
65,21.1386,128.371,25,8,0
5,1.55967,263.319,2,2,2
17,7.7924,233.416,3,1,2
31,13.138,174.823,9,6,2
80,34.4431,72.5315,19,9,1
94,43.7884,67.3699,19,19,1
19,8.16316,178.867,3,3,2
85,36.8736,71.289,22,20,0
7,2.73596,219.548,2,1,2
16,5.78458,229.559,5,3,2
17,7.26556,238.946,3,2,2
3,0.842105,254.983,1,1,2
39,16.6784,158.444,11,8,2
17,5.79414,226.154,5,3,2
32,15.0991,201.315,6,7,2
6,1.42709,252.388,2,0,2
68,26.9991,112.364,16,17,0
21,16.1302,184.072,3,4,1
24,10.0796,235.959,9,3,2
108,43.0082,47.8679,24,19,1
57,26.0931,94.1453,13,7,1
5,3.46477,248.835,1,1,2
42,14.9948,174.476,10,6,1
4,0.782762,261.412,2,0,2
7,4.45092,236.71,1,3,2
115,54.5051,87.2389,25,22,1
31,14.8753,211.402,4,9,2
5,4.09736,252.682,0,2,2
41,15.9686,161.538,8,6,1
35,13.8645,204.167,13,5,1
72,38.8139,103.498,10,16,1
20,10.81,239.111,5,3,2
18,6.11713,201.098,5,6,2
8,4.25882,223.644,1,6,2
37,15.5432,157.707,10,11,2
22,8.6645,228.891,8,8,2
28,14.2417,172.686,5,6,1
15,5.19533,253.683,3,2,2
34,16.2238,202.327,6,6,2
74,31.4079,98.7897,18,16,1
17,6.9849,218.678,3,4,2
52,19.7598,162.737,12,9,1
51,21.0586,160.123,10,9,1
83,34.6801,83.4465,19,22,1
83,36.4634,86.5998,11,16,1
14,5.87856,226.549,3,2,2
36,12.3169,185.726,13,9,2
9,5.19709,232.766,2,1,2
88,37.6894,80.0518,21,19,0
66,24.1119,107.957,23,13,2
7,3.91194,231.047,2,3,2
59,25.2136,128.714,16,8,2
30,13.153,184.706,6,5,2
91,38.372,66.4492,21,16,0
25,11.2127,176.088,5,5,2
17,6.47744,211.662,4,5,2
56,23.1441,144.712,10,18,2
91,38.6091,75.923,27,19,0
8,2.5745,260.668,2,1,2
6,1.56183,267.457,3,1,2
52,21.4737,145.072,12,8,1
22,9.0407,204.692,3,6,2
2,1.27523,262.736,0,0,2
39,16.6139,182.774,9,9,2
7,2.15347,240.781,1,1,2
28,12.5945,211.639,4,4,2
65,23.9776,148.288,16,17,2
86,34.0325,133.358,27,20,1
39,13.678,193.058,11,9,2
2,0.547762,269.574,0,0,2
59,25.3569,131.814,16,10,1
93,34.9274,74.8075,25,23,0
13,5.82305,188.565,1,2,2
132,52.2227,30.0485,34,32,0
80,31.2421,78.8871,27,19,0
76,31.7318,62.3576,16,11,0
53,20.0924,147.457,13,8,2
19,8.78098,208.866,5,7,2
40,15.4705,164.357,8,8,2
20,7.47036,232.932,8,3,2
95,40.8376,64.9004,15,24,0
49,21.3484,164.812,9,10,2
48,27.2702,177.531,11,10,1
71,31.5292,109.238,18,10,1
3,3.30225,252.131,0,1,2
42,15.6836,168.316,14,8,2
56,24.1719,85.0389,13,11,0
16,5.71519,225.884,3,4,2
8,3.37702,243.666,2,4,2
8,3.59808,260.883,1,1,2
52,18.9957,174.021,17,8,1
23,8.29827,248.493,7,7,2
110,43.6762,52.5962,27,18,0
43,21.8562,103.778,8,9,2
92,33.2771,79.8955,28,19,1
51,21.4282,124.736,14,10,1
85,37.5396,78.7438,19,13,0
38,15.6405,164.664,10,6,2
9,3.51424,264.358,2,1,2
4,1.93642,258.366,0,1,2
24,8.87394,187.24,11,3,2
24,9.94771,222.68,4,3,2
10,6.32595,249.48,2,2,2
22,10.0437,239.577,5,7,2
3,1.65675,264.373,1,0,2
26,9.50406,196.814,7,6,2
35,12.7774,194.122,13,5,1
38,17.1658,170.06,5,17,2
6,2.36517,244.945,2,1,2
75,30.227,80.195,23,21,0
62,23.5702,148.747,12,12,1
69,28.5853,93.8491,14,17,1
48,20.1845,135.567,12,3,1
19,6.91349,229.7,5,3,2
16,5.52959,245.916,5,5,2
40,17.1272,174.168,11,7,2
17,6.21673,210.481,7,2,2
42,16.6859,144.011,10,8,2
11,3.64942,200.234,4,2,2
4,1.93582,250.098,0,1,2
4,1.37422,217.35,2,0,2
19,10.6032,193.005,1,6,2
23,13.0254,183.805,5,4,2
42,16.2486,158.018,9,12,2
61,29.5222,86.8668,16,14,1
77,35.6977,115.057,13,15,1
14,3.63624,249.693,6,2,2
12,7.46407,204.515,0,1,2
65,27.2992,98.6097,16,16,1
68,28.827,124.867,23,16,1
48,20.8335,153.603,9,13,1
28,10.889,224.16,7,2,2
8,4.50894,234.22,3,0,2
87,39.8726,87.333,19,19,1
43,15.7682,183.774,10,10,1
23,11.0752,193.001,5,4,2
9,3.53108,245.95,2,6,2
61,24.582,161.1,15,16,1
47,20.0983,165.329,13,5,1
46,16.1097,116.156,12,9,1
59,23.791,124.666,16,7,2
23,9.44065,199.396,5,3,1
33,11.8784,215.285,8,5,2
20,6.77354,238.557,5,3,2
84,38.1913,88.8027,16,15,1
64,28.3479,142.221,16,11,1
13,3.4433,222.11,5,2,2
11,4.32563,259.06,2,1,2
50,17.3909,185.166,11,9,2
68,26.7469,124.591,22,10,2
16,9.14126,243.829,4,3,2
6,4.06011,246.523,2,0,2
46,17.4472,167.448,16,5,1
29,11.481,170.253,6,10,2
82,34.7703,115.273,19,20,1
82,31.6308,52.1262,19,16,0
22,12.4678,181.083,6,4,2
12,3.77097,225.599,3,4,2
15,5.74059,226.655,3,2,2
29,15.5943,162.702,6,7,2
10,4.28711,254.961,2,3,2
42,16.7913,139.049,11,11,1
45,18.1888,188.931,14,11,2
9,4.82797,207.612,3,2,2
86,34.3374,79.2969,18,19,1
65,26.0657,122.672,19,4,1
34,16.3093,167.361,7,12,2
9,3.09116,233.284,3,2,2
9,5.18665,252.784,1,3,2
63,26.5854,110.014,15,16,1
23,8.17787,201.525,6,4,2
31,11.3086,192.569,11,6,2
11,4.39047,233.222,3,3,2
61,23.35,159.453,17,16,1
20,6.6249,213.109,5,3,2
8,2.60653,247.414,1,3,2
35,15.9129,184.966,9,5,2
52,23.2042,177.614,12,13,2
6,3.69739,263.86,1,2,2
24,9.18592,178.021,9,3,2
30,10.8589,156.983,8,8,1
15,5.22217,249.055,6,3,2
4,1.88779,254.591,1,0,2
9,2.82183,259.715,4,2,2
80,32.3216,75.3042,23,13,1
82,32.9527,83.556,17,19,0
26,12.8216,210.25,5,3,1
10,4.44359,264.191,2,3,2
15,5.00995,233.888,2,3,2
104,42.42,62.2065,25,25,0
66,32.8881,84.4793,10,14,1
89,38.5925,96.6114,18,18,1
95,44.0871,60.4753,11,21,1
20,12.955,216.466,1,2,2
54,23.5844,111.466,14,17,1
69,33.4668,84.5722,11,11,1
17,8.21206,236.82,3,4,2
21,10.7238,217.851,4,5,2
2,1.18867,261.666,0,0,2
25,9.61813,228.91,6,4,2
5,0.74552,250.431,3,0,2
117,51.0277,29.8511,24,19,0
33,13.4192,192.207,9,7,2
3,0.920372,268.964,1,1,2
20,7.65717,248.147,6,7,2
21,8.85316,216.129,6,2,2
27,12.5936,210.932,5,5,2
2,0.723167,265.175,0,1,2
29,11.6422,162.774,6,10,2
17,7.17046,189.791,5,2,2
21,5.4625,243.369,6,3,2
34,13.8511,159.769,6,10,2
15,7.78299,227.306,1,1,2
20,7.33209,224.696,4,4,2
39,16.4746,180.189,9,8,2
23,10.1356,218.459,7,1,2
44,17.4821,136.207,14,7,2
8,2.86953,227.893,2,1,2
2,0.549129,256.277,1,0,2
17,6.45696,208.655,6,4,2
58,24.1573,129.817,10,9,1
113,46.3744,81.3092,31,19,1
34,14.5598,176.753,13,6,2
1,0.310028,257.073,0,0,2
104,45.2945,42.3302,26,18,0
20,7.11222,230.09,5,4,2
39,17.6487,170.837,13,2,2
28,11.1827,183.431,9,5,1
65,26.3532,70.8346,13,18,1
76,30.8628,85.3192,16,19,1
12,4.34411,261.075,2,1,2
66,25.5273,101.015,21,15,1
5,1.18275,248.216,3,0,2
91,41.1533,68.8725,21,23,0
8,2.83424,225.759,3,1,2
29,12.1511,226.571,8,5,2
24,8.77276,219.215,7,4,2
66,25.4937,84.1786,16,19,1
89,36.664,57.1513,17,20,0
10,3.79568,191.265,1,1,2
78,36.554,89.8093,14,14,1
3,1.24245,260.773,0,2,2
43,19.0508,155.391,11,6,2
18,6.14896,233.428,6,4,2
64,22.6623,121.712,18,12,1
5,2.21542,258.488,0,1,2
39,19.1978,164.037,5,8,2
11,4.10083,208.896,3,4,2
40,18.5979,177.743,6,3,2
75,35.0818,103.653,19,14,0
16,6.64878,225.622,3,3,2
11,3.86353,223.388,3,2,2
44,17.9039,179.796,11,10,2
29,10.8787,215.856,10,4,2
10,4.57817,245.36,2,2,2
47,17.4296,118.399,8,10,1
11,4.44824,239.711,2,1,2
60,26.504,98.8738,15,12,1
27,9.05295,185.178,7,3,2
29,10.9356,187.985,8,7,2
43,17.5481,140.492,12,10,1
89,38.4216,106.243,18,17,1
63,28.1704,121.747,11,21,1
53,19.4328,140.278,15,5,2
21,9.83755,227.831,4,3,2
26,12.4578,187.338,2,7,1
13,4.14178,260.638,6,1,2
67,26.2071,118.042,17,14,0
40,16.9249,140.188,7,11,1
47,18.3427,135.345,19,7,2
62,29.5309,152.305,10,19,1
27,9.9322,217.083,10,2,2
14,4.52479,234.909,6,0,2
23,11.7713,204.523,4,2,2
69,28.1622,132.673,21,17,1
61,26.0337,131.422,21,9,1
83,30.3489,135.934,29,17,1
40,18.1875,153.026,7,6,2
41,18.2311,187.646,7,7,2
5,1.66149,254.713,2,2,2
11,5.49288,217.212,0,2,2
13,4.91166,211.41,3,1,2
126,49.5473,44.3171,38,17,0
21,9.9995,225.303,3,2,2
42,14.2845,136.98,10,11,2
72,29.3098,126.301,19,14,1
16,7.71396,200.531,6,3,2
27,9.38378,228.77,8,8,2
30,10.5885,181.119,7,7,2
114,50.3357,85.8693,23,25,0
106,46.7845,81.5267,25,21,1
24,14.5342,191.447,3,6,2
66,29.6336,115.736,20,16,1
3,2.09195,250.249,1,1,2
21,8.92562,217.98,2,4,2
110,41.979,68.0998,36,20,0
11,3.12373,233.413,4,2,2
10,3.61436,239.893,3,1,2
23,7.70412,197.7,6,5,2
5,1.52452,256.343,2,1,2
1,0.318463,251.801,0,0,2
14,5.47537,240.019,3,1,2
13,3.34143,240.333,6,1,2
59,27.3097,115.679,13,12,1
78,37.1836,84.9853,16,17,0
83,27.8251,75.0958,27,14,0
17,8.31889,217.72,1,2,2
7,3.40857,229.762,0,1,2
56,25.6727,145.187,14,14,1
4,1.85016,256.269,0,3,2
57,21.6636,147.38,12,14,1
22,9.55225,224.26,2,9,2
18,8.11977,205.827,5,5,2
66,28.1826,75.8306,23,9,1
98,42.3238,57.6329,26,23,1
28,12.7163,162.29,5,6,2
5,1.86185,253.967,1,0,2
29,13.3814,198.928,4,7,2
77,35.1894,105.6,12,16,1
24,8.74175,183.099,4,6,2
50,17.2086,160.491,19,5,1
10,3.34593,264.753,3,2,2
34,14.8936,155.318,11,5,1
106,44.6171,66.2401,32,21,0
27,10.2838,217.712,6,3,1
26,10.5221,223.928,7,6,2
31,10.9342,233.175,8,7,2
90,37.3443,82.1958,20,17,1
108,52.4073,74.1216,29,13,0
15,5.06582,210.856,5,2,2
3,2.33458,249.881,0,0,2
54,25.0106,120.729,10,9,1
25,11.9964,195.875,5,2,2
4,1.31529,267.837,0,1,2
33,13.0374,178.081,7,9,1
109,41.6859,50.4821,22,25,1
87,43.4644,75.1046,17,15,0
22,9.62836,229.223,8,5,2
61,23.5755,138.743,18,8,1
28,13.9177,176.269,4,6,2
27,10.2335,180.681,10,4,2
47,18.9795,189.213,6,9,2
41,14.9213,147.221,12,8,1
15,5.64499,227.937,4,5,2
19,7.66185,247.022,3,9,2
117,43.8426,96.5998,30,23,1
50,23.5093,180.609,10,10,2
21,9.22914,207.178,8,5,2
83,38.2189,99.8736,19,21,0
86,32.9417,71.3947,20,15,0
29,11.4509,167.332,11,4,1
1,1.11841,264.364,0,0,2
104,47.4611,62.2255,17,20,0
3,2.81176,264.811,1,0,2
106,47.0412,25.9954,28,23,0
59,23.3044,124.015,20,12,1
17,6.90524,195.486,5,5,2
88,38.2843,79.6151,16,14,0
11,7.22152,247.987,4,2,2
69,30.3896,147.383,18,13,2
73,27.6905,88.0683,16,17,0
23,11.4072,214.268,5,4,2
59,25.6187,118.046,18,11,1
6,2.30469,249.569,2,1,2
80,33.0187,52.752,21,14,0
20,7.10922,205.997,7,4,2
87,39.843,73.4709,18,21,0
6,1.96662,260.493,1,1,2
2,0.970645,265.762,0,0,2
111,47.7401,53.4695,22,22,0
37,12.1007,179.756,11,6,2
45,19.1107,183.092,8,6,2
16,5.75864,231.709,5,5,2
110,52.324,45.6862,17,29,1
43,17.2992,195.369,10,12,2
55,20.9528,150.208,11,7,2
14,4.4778,224.48,4,3,2
54,19.2386,185.117,17,7,2
43,18.7539,146.116,11,5,2
43,20.5155,165.87,13,11,1
106,44.6345,64.2414,21,25,0
30,10.3955,201.925,8,5,1
29,13.3188,178.492,8,4,2
37,13.9901,224.332,12,7,2
19,7.47279,188.427,5,3,2
8,2.79456,245.807,2,4,2
86,37.1604,84.0488,20,18,1
33,14.2243,219.065,7,10,2
92,41.681,93.3649,21,15,1
3,1.46954,264.207,0,1,2
96,37.6842,64.6923,23,17,0
44,19.4931,147.91,8,7,1
6,2.08822,235.053,2,1,2
29,12.5481,167.98,5,6,1
88,36.7915,112.379,16,22,1
7,2.75474,243.064,2,1,2
74,31.9002,96.9215,16,14,1
4,4.87837,236.147,0,0,2
4,1.96132,249.927,0,2,2
65,24.8986,90.5302,13,16,1
48,20.1426,115.564,12,7,1
42,18.3362,134.803,9,9,1
37,13.505,172.185,15,7,1
124,54.0191,37.6933,35,28,0
20,9.24114,244.33,4,3,2
14,5.51187,223.814,2,6,2
13,4.04704,221.309,4,1,2
60,23.0403,123.211,14,10,1
25,10.4027,203.768,5,3,2
29,11.5302,170.13,8,6,1
54,22.5617,98.9019,16,11,2
51,20.731,166.198,13,11,1
47,16.9139,133.601,13,10,1
82,32.0005,128.236,25,15,1
64,26.4733,118.98,13,17,1
117,54.8937,44.5934,23,15,0
28,15.0559,168.15,3,6,2
15,6.74276,202.877,2,3,2
9,3.30389,246.592,3,2,2
24,9.03741,222.595,6,7,2
41,18.0545,168.395,12,8,1
13,5.92669,235.727,2,6,2
42,15.8611,216.012,9,8,2
19,7.91736,179.535,6,4,2
74,30.1356,87.3045,19,13,1
113,43.6099,63.4052,28,30,0
19,8.11638,212.975,2,4,2
47,24.3993,133.828,5,7,2
15,4.67732,258.685,7,5,2
56,24.1376,131.149,15,9,1
102,43,80.1876,25,28,0
9,4.09703,240.491,4,1,2
24,8.87919,207.258,7,5,2
18,7.6556,202.062,4,4,2
1,0.126503,252.301,1,0,2
71,26.7422,119.621,20,15,1
57,23.1928,158.025,13,13,2
21,6.97457,234.998,6,5,2
35,17.542,74.7639,6,8,1
17,7.52231,231.705,3,2,2
69,32.8726,112.087,17,13,1
7,1.59705,254.112,3,0,2
10,3.27372,260.432,5,2,2
8,3.38882,236.28,2,5,2
2,0.945996,259.769,1,0,2
5,1.62727,265.732,2,1,2
53,22.524,168.677,16,14,1
15,6.46044,244.576,4,1,2
90,36.8625,72.729,17,15,0
71,30.2984,93.903,16,21,1
68,25.8127,123.073,21,14,1
26,12.0359,216.703,6,5,2
14,4.78365,255.797,5,5,2
17,8.30134,221.265,2,5,2
14,5.10832,243.269,6,1,2
95,40.0688,60.6647,18,16,1
30,10.6331,189.987,7,7,2
24,8.69755,175.417,10,5,2
29,11.9212,223.351,8,6,2
9,4.28496,225.242,2,2,2
22,7.68163,200.334,5,5,2
52,22.4137,160.775,7,15,2
45,20.0922,143.953,8,8,1
21,7.98538,196.271,4,5,2
87,37.175,86.4821,20,19,0
74,32.643,90.2238,19,15,0
15,6.83507,168.573,3,3,2
19,9.0661,210.942,3,4,2
89,38.6605,82.4151,25,23,1
15,7.04479,190.899,1,3,2
7,3.90313,231.177,1,1,2
55,20.866,127.473,14,9,1
15,6.05551,202.195,2,5,2
10,5.60048,235.458,3,2,2
10,4.31703,218.003,0,1,2
24,12.588,204.892,4,7,1
109,39.6684,61.0273,33,21,0
8,3.15811,259.124,1,0,2
37,11.7707,191.13,14,4,2
63,24.0165,105.965,19,15,0
28,12.075,192.355,9,8,2
92,47.2558,40.1471,21,18,0
21,9.66113,180.831,6,4,2
46,22.3248,151.499,12,9,2
11,4.28318,225.075,3,1,2
43,14.8964,174.897,12,9,2
64,28.7362,112.022,15,11,1
24,12.1077,209.529,5,2,2
10,4.50878,257.821,2,2,2
59,26.341,116.54,13,9,1
21,9.13177,212.143,3,3,2
43,17.8922,143.723,9,13,1
18,10.8785,227.537,2,4,2
46,17.4801,171.881,8,9,1
67,25.8105,83.1511,16,17,1
30,14.3302,175.047,7,6,2
8,4.92724,200.964,0,2,2
14,9.77962,189.427,0,5,2
11,4.9832,244.109,1,4,2
13,4.71513,259.736,3,2,2
13,4.07754,204.146,2,1,2
11,5.39599,237.465,2,2,2
34,17.2687,187.17,7,3,2
50,24.1689,114.711,8,8,1
54,22.3078,138.964,12,11,2
29,8.64946,192.897,11,4,1
10,2.91897,251.834,4,1,2
111,50.9936,40.7694,20,20,0
34,16.5589,139.988,6,4,2
4,2.4351,254.703,1,0,2
34,12.2169,193.819,9,5,2
18,6.63874,249.442,6,2,2
7,2.86502,241.574,1,2,2
10,5.11983,235.544,1,4,2
19,8.1981,248.02,2,5,2
2,0.581916,264.878,0,0,2
45,17.7639,90.3309,12,4,1
40,15.573,211.328,13,10,2
15,7.18754,233.734,3,5,2
57,22.8064,158.919,14,12,1
52,22.1335,71.4086,14,8,1
73,32.2483,146.417,19,12,1
72,27.7737,105.464,19,12,1
10,3.86838,210.739,2,5,2
62,27.2057,144.031,16,7,1
3,2.75469,261.012,0,1,2
51,27.1075,126.295,9,10,2
16,6.22233,215.176,7,0,2
48,22.109,181.294,9,11,1
83,34.1316,80.7289,20,17,1
117,50.4992,39.3638,23,26,0
15,5.71396,241.542,5,3,2
12,5.66675,223.475,2,2,2
66,27.049,77.1516,17,10,1
64,24.0879,103.208,19,8,1
80,36.115,83.3589,16,18,1
19,11.5077,230.889,1,5,2
93,42.2213,82.5629,18,19,1
23,9.82376,218.442,5,6,2
62,23.4105,142.56,20,13,1
44,17.0506,149.009,9,7,1
18,8.06444,219.633,7,2,2
4,2.39438,264.159,0,1,2
42,19.7201,156.17,7,11,2
16,5.20518,231.547,4,0,2
14,6.52767,245.146,5,2,2
6,2.2065,267.51,1,1,2
1,0.0981651,262.356,1,0,2
2,1.02657,227.778,0,1,2
38,14.541,163.438,4,13,1
12,9.86505,240.382,1,1,2
1,0.326346,268.726,0,0,2
133,59.4153,40.2724,31,26,0
5,1.67287,259.851,0,0,2
13,7.26653,228.069,1,6,2
17,6.68525,245.181,4,4,2
92,40.1118,57.9388,20,19,1
33,14.3153,130.731,10,2,1
12,4.50665,235.72,1,2,2
69,30.1914,86.8776,13,11,1
7,2.02477,246.122,2,1,2
106,41.0555,70.4586,30,11,0
42,17.5612,136.597,7,12,1
14,6.76249,189.205,5,3,2
18,7.3472,212.084,5,2,2
30,14.0285,207.023,5,7,2
21,11.0958,202.344,3,4,1
3,0.524532,259.24,2,0,2
4,1.61992,264.886,1,1,2
79,30.2613,67.7411,19,21,0
14,7.60652,213.532,2,1,2
113,46.546,57.3619,21,22,1
57,20.7176,142.453,14,8,1
30,14.0627,208.101,6,5,2
30,16.7833,178.553,5,7,1
73,34.2602,67.2809,18,12,0
17,9.00076,233.877,1,6,2
33,13.143,186.569,7,3,2
7,4.00069,210.774,2,1,2
7,3.44844,246.714,2,1,2
69,29.3571,132.361,17,15,1
32,12.2555,149.775,8,3,2
29,10.6105,104.759,8,7,1
63,27.2547,125.573,14,7,1
19,7.8113,163.886,4,3,2
67,24.1765,82.973,23,8,1
27,14.8097,191.841,6,6,2
49,18.7697,169.995,14,9,1
17,9.87828,202.726,5,2,2
49,21.5522,114.42,10,13,1
36,18.0903,120.919,6,4,1
9,2.48589,239.11,3,2,2
8,4.66743,239.94,1,2,2
37,14.0614,228.084,7,6,2
15,6.33236,216.705,3,2,2
9,3.73204,259.499,0,2,2
30,13.2646,186.172,5,7,1
14,6.79922,198.477,3,2,2
5,2.53008,262.611,0,1,2
49,19.658,127.196,13,14,1
35,17.5127,173.721,4,7,2
14,5.98434,176.677,3,4,2
86,36.5256,85.8966,21,19,1
28,13.0262,232.822,5,6,2
49,23.0733,151.107,15,9,1
106,43.9264,58.3491,30,26,0
17,7.30065,240.624,3,3,2
13,5.47636,259.435,4,3,2
12,4.31971,236.113,4,4,2
74,29.6692,120.719,20,20,1
13,6.57068,253.419,2,2,2
33,14.951,144.895,7,5,2
50,20.6328,112.261,10,6,1
51,22.2218,134.319,12,13,1
20,8.06116,227.735,7,2,2
14,3.71704,211.535,3,2,2
60,24.3541,62.6461,20,14,1
7,3.07644,244.932,2,2,2
25,10.4855,211.318,7,3,2
30,12.4123,217.135,9,5,2
27,14.4543,163.659,3,3,2
47,19.9075,139.201,9,11,1
26,10.9509,248.475,5,3,2
14,4.23362,218.759,3,1,2
19,11.7526,188.576,2,6,2
49,23.4672,139.974,7,7,1
65,25.4168,103.064,14,8,1
83,34.2247,88.8983,15,23,1
7,1.80412,260.648,4,1,2
20,7.32517,228.376,6,2,2
56,26.0514,124.109,12,11,2
78,31.2633,75.2934,25,13,0
10,4.2875,239.028,2,3,2
27,14.7446,184.048,1,4,2
66,27.7508,122.382,16,12,1
92,35.899,78.6421,22,13,1
27,12.3745,195.929,5,5,2
45,21.7542,179.257,9,4,1
16,6.0963,240.287,3,5,2
32,13.8238,187.019,7,4,2
120,47.9823,34.1861,30,32,0
4,2.29019,263.089,0,1,2
8,3.29925,234.486,0,2,2
69,27.1668,106.888,20,15,1
94,39.5155,76.6486,26,18,1
26,10.9159,187.282,7,6,1
84,35.0092,94.3729,16,13,1
109,48.4444,41.0701,33,18,1
13,4.90925,233.148,2,2,2
44,20.0908,136.601,10,8,1
73,35.1761,128.479,9,14,1
24,12.3837,179.06,5,6,2
1,0.286408,264.087,0,0,2
14,5.61933,233.353,1,1,2
42,19.0541,182.932,9,11,1
2,1.22733,250.115,0,0,2
13,4.32211,239.614,4,2,2
74,32.0626,82.7555,16,21,1
19,7.70176,240.925,3,3,2
27,12.7626,169.948,5,7,2
24,10.8793,235.257,7,1,2
92,39.0127,82.622,25,14,1
47,26.0291,123.804,9,9,1
29,12.4288,208.216,9,5,2
37,14.5438,182.785,8,12,2
79,35.5446,114.855,22,17,0
22,8.33973,195.799,6,6,1
26,12.3911,193.796,7,7,2
25,9.16284,210.87,8,6,2
115,44.3731,75.4733,35,26,0
117,50.364,42.6874,29,20,0
6,0.982426,237.776,5,0,2
105,44.132,64.9749,23,15,0
109,48.1725,71.7574,20,25,1
39,15.4434,131.847,13,8,2
